marca,model,an,km,putere,cutie_de_viteze,combustibil,capacitate_cilindrica,transmisie,caroserie,culoare,optiuni_culoare,pret,id,addons
Mercedes-Benz,Mercedes-Benz_GLB,2022,10950,224,Automata,Benzina,1991,4x4 (automat),SUV,Negru,Fara,50564,220,77
BMW,BMW_X3,2014,67645,313,Automata,Diesel,2993,4x4 (automat),Combi,Negru,Metalizata,24900,221,33
Land Rover,Land Rover_Freelander,2011,225300,190,Automata,Diesel,2179,4x4 (automat),SUV,Gri,Fara,7800,222,32
Skoda,Skoda_RAPID,2018,86890,110,Manuala,Benzina,999,Fata,Sedan,Alb,Fara,11450,223,35
Peugeot,Peugeot_407,2008,232000,109,Manuala,Diesel,1560,Fata,Combi,Gri,Metalizata,2800,224,27
BMW,BMW_X3,2014,205000,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,22500,225,55
BMW,BMW_X4,2023,1,190,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,74851,226,91
Hyundai,Hyundai_Tucson,2016,91871,116,Manuala,Diesel,1685,Fata,SUV,Bej,Fara,16600,227,10
Audi,Audi_A3,2015,119000,184,Automata,Diesel,1968,4x4 (automat),Compacta,Alte culori,Metalizata,16900,228,87
Audi,Audi_A4,2011,203000,143,Manuala,Diesel,1968,Fata,Combi,Negru,Fara,7590,229,55
Renault,Renault_Kadjar,2018,117000,110,Automata,Diesel,1461,Fata,SUV,Negru,Metalizata,18088,230,71
Audi,Audi_A3,2017,60200,116,Automata,Benzina,999,Fata,Compacta,Gri,Metalizata,21469,231,1
Mercedes-Benz,Mercedes-Benz_GLE,2016,88000,258,Automata,Diesel,2987,4x4 (automat),SUV,Gri,Fara,41000,232,86
BMW,BMW_Seria 8,2021,9019,333,Automata,Benzina,2998,4x4 (automat),Cabrio,Albastru,Fara,82086,233,1
Skoda,Skoda_Fabia,2014,152500,75,Manuala,Diesel,1598,Fata,Masina de oras,Gri,Metalizata,5999,234,19
Ford,Ford_Focus,2018,110300,125,Manuala,Benzina,999,Fata,Combi,Argint,Metalizata,9490,235,1
BMW,BMW_Seria 1,2019,61371,136,Automata,Benzina,1499,Spate,Compacta,Alb,Fara,19500,236,34
Volvo,Volvo_V60,2015,254800,181,Manuala,Diesel,1969,Fata,Combi,Albastru,Fara,9500,237,25
Audi,Audi_A6,2013,213000,313,Automata,Diesel,2967,4x4 (automat),Sedan,Gri,Metalizata,16900,238,71
Lancia,Lancia_Musa,2006,125000,95,Manuala,Benzina,1368,Fata,Masina de oras,Galben/Auriu,Metalizata,2300,239,18
Dacia,Dacia_Duster,2019,141436,115,Manuala,Diesel,1461,4x4 (manual),SUV,Albastru,Mat,14900,240,26
BMW,BMW_Seria 1,2013,134000,170,Automata,Benzina,1598,Spate,Compacta,Argint,Metalizata,9950,241,69
Skoda,Skoda_Octavia,2018,37715,115,Manuala,Benzina,999,Fata,Sedan,Albastru,Metalizata,15900,242,1
Volvo,Volvo_XC 60,2020,43000,197,Automata,Diesel,1969,4x4 (automat),SUV,Albastru,Metalizata,43780,243,111
Ford,Ford_Transit Custom,2017,143000,105,Manuala,Diesel,1996,Fata,Monovolum,Alb,Fara,8950,244,18
BMW,BMW_X6,2017,86596,258,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,48365,245,56
BMW,BMW_Seria 7,2016,163000,313,Automata,Diesel,2993,4x4 (automat),Sedan,Negru,Fara,34500,246,113
Citroën,Citroën_C4 Picasso,2009,210120,109,Automata,Diesel,1560,Fata,Monovolum,Albastru,Metalizata,3790,247,21
BMW,BMW_X3,2021,13300,184,Automata,Benzina,1998,4x4 (automat),SUV,Alb,Fara,45900,248,38
Dacia,Dacia_Logan,2014,138000,90,Manuala,Benzina,898,Fata,Combi,Albastru,Mat,5500,249,29
Seat,Seat_Leon,2010,210000,125,Manuala,Benzina,1390,Fata,Compacta,Albastru,Metalizata,4250,250,25
Skoda,Skoda_Octavia,2018,60460,150,Manuala,Diesel,1968,Fata,Sedan,Negru,Fara,18750,251,45
Audi,Audi_SQ5,2013,210000,313,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Metalizata,20900,252,63
Renault,Renault_Grand Scenic,2010,182373,130,Manuala,Benzina,1397,Fata,Monovolum,Gri,Metalizata,5950,253,22
Mercedes-Benz,Mercedes-Benz_GLA,2019,93000,136,Automata,Diesel,2143,4x4 (automat),SUV,Gri,Metalizata,25500,254,79
Renault,Renault_Captur,2020,18117,92,Automata,Hibrid,1598,Fata,SUV,Albastru,Metalizata,26630,255,37
BMW,BMW_X1,2016,103000,231,Automata,Diesel,1995,4x4 (automat),SUV,Albastru,Metalizata,26000,256,83
Mercedes-Benz,Mercedes-Benz_GLA,2022,4000,163,Automata,Benzina,1332,4x4 (automat),SUV,Alb,Fara,56590,257,75
Renault,Renault_Talisman,2019,110500,160,Automata,Diesel,1997,Fata,Combi,Alb,Metalizata,14650,258,34
Volkswagen,Volkswagen_Golf,2012,204000,105,Manuala,Diesel,1598,Fata,Compacta,Gri,Metalizata,7250,259,10
Skoda,Skoda_Octavia,2006,182000,90,Manuala,Diesel,1896,Fata,Combi,Gri,Metalizata,3990,260,11
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2021,14500,272,Automata,Diesel,2925,4x4 (automat),SUV,Gri,Metalizata,80990,261,90
Audi,Audi_A4,2018,147450,150,Automata,Diesel,1968,Fata,Sedan,Albastru,Metalizata,21241,262,36
Volkswagen,Volkswagen_Tiguan,2009,329000,140,Manuala,Diesel,1968,4x4 (automat),SUV,Albastru,Fara,6699,263,37
Volkswagen,Volkswagen_Golf,2007,235000,105,Manuala,Diesel,1896,Fata,Compacta,Negru,Fara,4100,264,34
Audi,Audi_Q5,2022,4838,265,Automata,Benzina,1984,4x4 (automat),SUV,Gri,Fara,70210,265,83
Dacia,Dacia_Sandero,2009,222800,75,Manuala,Benzina,1149,Fata,Compacta,Albastru,Fara,1790,266,12
Renault,Renault_Megane,2017,157420,90,Manuala,Diesel,1461,Fata,Combi,Alb,Fara,9499,267,68
BMW,BMW_X5,2016,82000,258,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Metalizata,36800,268,92
Volkswagen,Volkswagen_Crafter,2014,260000,143,Manuala,Diesel,1968,Spate,Monovolum,Alb,Fara,8700,269,20
BMW,BMW_Seria 3,2006,298000,163,Manuala,Diesel,1995,Spate,Combi,Gri,Metalizata,4990,270,47
Volkswagen,Volkswagen_Golf,2002,210000,75,Manuala,Benzina,1390,Fata,Masina de oras,Verde,Fara,1650,271,1
Dacia,Dacia_Duster,2019,95000,114,Manuala,Benzina,1598,4x4 (manual),SUV,Albastru,Metalizata,15299,272,41
Skoda,Skoda_RAPID,2016,125000,116,Manuala,Diesel,1598,Fata,Sedan,Albastru,Fara,7799,273,30
Opel,Opel_Insignia,2009,208000,130,Manuala,Diesel,1956,Fata,Sedan,Gri,Metalizata,5690,274,1
Audi,Audi_Q5,2016,96500,258,Manuala,Diesel,2967,Fata,SUV,Albastru,Metalizata,26000,275,63
Opel,Opel_Astra,2017,34685,110,Manuala,Diesel,1598,Fata,Sedan,Rosu,Metalizata,10900,276,41
Skoda,Skoda_Kodiaq,2017,96200,190,Automata,Diesel,1968,4x4 (automat),SUV,Galben/Auriu,Fara,27500,277,66
Jaguar,Jaguar_XF,2009,228000,207,Automata,Diesel,2720,Spate,Masina mica,Verde,Fara,5900,278,46
BMW,BMW_X3,2008,237000,177,Automata,Diesel,1995,4x4 (automat),SUV,Alte culori,Metalizata,7990,279,38
Seat,Seat_Leon,2012,100000,160,Manuala,Benzina,1798,Fata,Masina de oras,Gri,Fara,8500,280,38
Volvo,Volvo_V40,2017,192350,120,Automata,Diesel,1969,Fata,Sedan,Negru,Metalizata,12350,281,58
Opel,Opel_Antara,2011,176600,164,Automata,Diesel,2231,4x4 (automat),SUV,Alb,Metalizata,7400,282,71
Volkswagen,Volkswagen_Golf,2018,113753,150,Manuala,Diesel,1968,Fata,Compacta,Gri,Metalizata,15349,283,61
Hyundai,Hyundai_I30,2010,34800,109,Manuala,Benzina,1396,Fata,Compacta,Rosu,Metalizata,4750,284,17
Renault,Renault_Kadjar,2016,126286,110,Manuala,Diesel,1461,Fata,SUV,Alb,Perlat,13990,285,66
BMW,BMW_Seria 3,2008,145232,143,Manuala,Benzina,1995,Spate,Combi,Gri,Metalizata,4500,286,24
Mercedes-Benz,Mercedes-Benz_GLB,2022,6000,163,Automata,Benzina,1332,Fata,SUV,Alb,Fara,44916,287,42
Volkswagen,Volkswagen_Golf,2010,148200,122,Manuala,Benzina,1390,Fata,Compacta,Negru,Metalizata,5990,288,39
Audi,Audi_Q5,2016,132988,150,Manuala,Diesel,1968,Fata,SUV,Gri,Fara,20999,289,64
Skoda,Skoda_Octavia,2007,280000,150,Manuala,Benzina,1984,4x4 (manual),Combi,Argint,Metalizata,2990,290,8
Dacia,Dacia_Logan,2019,91474,74,Manuala,Benzina,999,Fata,Sedan,Alb,Fara,9800,291,9
Skoda,Skoda_Octavia,2016,218800,110,Manuala,Diesel,1598,Fata,Sedan,Albastru,Fara,7999,292,11
SsangYong,SsangYong_Korrando,2022,1,163,Manuala,Benzina,1497,Fata,SUV,Gri,Metalizata,21079,293,1
Nissan,Nissan_X-Trail,2016,199500,130,Manuala,Diesel,1598,Fata,SUV,Gri,Metalizata,13299,294,55
BMW,BMW_X3,2013,211848,245,Automata,Benzina,1997,Spate,SUV,Negru,Metalizata,18445,295,64
Ford,Ford_Transit,2017,127000,105,Manuala,Diesel,1995,Fata,Monovolum,Negru,Metalizata,13300,296,13
Volkswagen,Volkswagen_Golf,2006,214000,102,Manuala,Benzina,1595,Fata,Compacta,Albastru,Metalizata,3900,297,13
Jaguar,Jaguar_XE,2016,227400,180,Automata,Diesel,1999,Fata,Sedan,Gri,Metalizata,15990,298,1
Skoda,Skoda_Octavia,2015,184000,105,Manuala,Diesel,1598,Fata,Sedan,Albastru,Fara,8900,299,19
Renault,Renault_Kadjar,2016,170000,130,Manuala,Diesel,1598,4x4 (manual),SUV,Alb,Metalizata,13500,300,42
Mercedes-Benz,Mercedes-Benz_E,2020,24070,194,Automata,Diesel,1950,Spate,Sedan,Negru,Metalizata,49700,301,76
BMW,BMW_Seria 3,2012,250048,184,Manuala,Diesel,1995,Spate,Sedan,Negru,Metalizata,10290,302,68
BMW,BMW_Seria 2,2020,49000,136,Automata,Hibrid,1499,4x4 (automat),Coupe,Gri,Perlat,28999,303,97
Renault,Renault_Megane,2016,74800,115,Manuala,Benzina,1197,Fata,Combi,Alb,Fara,8290,304,26
Ford,Ford_Kuga,2010,216000,136,Manuala,Diesel,1997,Fata,SUV,Argint,Metalizata,6690,305,28
BMW,BMW_X6 M,2016,75951,381,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,47998,306,67
BMW,BMW_X1,2016,218000,150,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,17950,307,61
Audi,Audi_A3,2014,137400,150,Automata,Diesel,1968,Fata,Compacta,Negru,Metalizata,13000,308,54
Mercedes-Benz,Mercedes-Benz_Viano,2014,213622,163,Automata,Diesel,2143,4x4 (automat),Monovolum,Gri,Metalizata,20999,309,15
Dacia,Dacia_Duster,2019,93600,115,Manuala,Diesel,1461,Fata,SUV,Negru,Fara,12750,310,32
Mercedes-Benz,Mercedes-Benz_GLC,2017,145000,211,Automata,Hibrid,1991,4x4 (automat),SUV,Negru,Fara,39900,311,92
Volkswagen,Volkswagen_Passat,2018,112480,150,Automata,Diesel,1968,Fata,Combi,Albastru,Metalizata,18486,312,48
BMW,BMW_Seria 6,2013,199000,313,Automata,Diesel,2993,Spate,Sedan,Negru,Fara,23500,313,92
Land Rover,Land Rover_Range Rover Evoque,2020,23000,180,Automata,Diesel,1999,4x4 (automat),SUV,Alb,Perlat,37900,314,35
BMW,BMW_Seria 5,2016,236800,190,Automata,Diesel,1995,Spate,Combi,Maro,Perlat,12099,315,64
Mercedes-Benz,Mercedes-Benz_GLC,2017,79025,204,Automata,Diesel,2143,4x4 (automat),SUV,Negru,Metalizata,40490,316,42
Mercedes-Benz,Mercedes-Benz_C,2019,185147,194,Automata,Diesel,1950,Spate,Coupe,Negru,Metalizata,30998,317,33
Ford,Ford_Mondeo,2018,90283,150,Manuala,Diesel,1997,Fata,Sedan,Alb,Fara,18899,318,14
Mitsubishi,Mitsubishi_ASX,2011,241000,150,Manuala,Diesel,1798,Fata,SUV,Albastru,Fara,6800,319,26
Ford,Ford_Fiesta,2022,7877,125,Manuala,Benzina,999,Fata,Compacta,Alb,Fara,19499,320,20
Fiat,Fiat_Tipo,2019,66189,95,Manuala,Benzina,1368,Fata,Sedan,Alb,Metalizata,11189,321,19
Dacia,Dacia_Duster,2018,102612,125,Manuala,Benzina,1197,Fata,SUV,Maro,Metalizata,11400,322,19
Land Rover,Land Rover_Range Rover Evoque,2014,180000,190,Automata,Diesel,2179,4x4 (automat),SUV,Alb,Perlat,16000,323,1
BMW,BMW_Seria 2,2016,147000,116,Manuala,Diesel,1496,Fata,Coupe,Gri,Metalizata,12495,324,25
BMW,BMW_Seria 5,2007,350000,231,Manuala,Diesel,2993,4x4 (automat),Combi,Negru,Metalizata,4600,325,39
BMW,BMW_X3,2005,216500,150,Manuala,Diesel,1995,4x4 (manual),SUV,Albastru,Metalizata,6200,326,19
Volkswagen,Volkswagen_Phaeton,2013,240000,240,Automata,Diesel,2967,4x4 (automat),Sedan,Negru,Metalizata,9550,327,35
Mercedes-Benz,Mercedes-Benz_GLE,2020,46500,489,Automata,Benzina,3982,4x4 (automat),SUV,Albastru,Metalizata,96979,328,36
Opel,Opel_Insignia,2016,182000,136,Automata,Diesel,1598,Fata,Sedan,Verde,Fara,7100,329,7
Volvo,Volvo_XC 60,2021,21000,235,Automata,Diesel,1969,4x4 (automat),SUV,Alb,Fara,66640,330,1
Renault,Renault_Kadjar,2016,209272,130,Manuala,Diesel,1598,4x4 (manual),SUV,Rosu,Metalizata,13590,331,66
Seat,Seat_Leon,2014,203700,105,Automata,Diesel,1598,Fata,Combi,Alb,Metalizata,9990,332,1
Mercedes-Benz,Mercedes-Benz_E,2019,143500,150,Automata,Diesel,1950,Spate,Sedan,Negru,Fara,34510,333,1
Audi,Audi_A3,2017,167533,110,Automata,Diesel,1598,Fata,Sedan,Gri,Perlat,21999,334,80
Dacia,Dacia_Duster,2015,115200,110,Manuala,Diesel,1461,4x4 (manual),SUV,Alb,Metalizata,9950,335,15
Opel,Opel_Meriva,2011,192000,70,Manuala,Diesel,1250,Fata,Monovolum,Gri,Fara,3300,336,13
Peugeot,Peugeot_508,2015,278000,120,Automata,Diesel,1560,Fata,Sedan,Alb,Perlat,6400,337,48
Volkswagen,Volkswagen_Tiguan,2019,144798,190,Automata,Diesel,1968,4x4 (automat),SUV,Alb,Fara,28300,338,50
Volkswagen,Volkswagen_Golf,2018,57564,110,Automata,Benzina,999,Fata,Compacta,Gri,Metalizata,17250,339,1
Ford,Ford_F150,2018,71000,380,Automata,Benzina,3500,4x4 (automat),SUV,Alb,Perlat,48000,340,1
Audi,Audi_Q8,2018,67906,285,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Metalizata,68901,341,8
Mercedes-Benz,Mercedes-Benz_GLE,2016,152000,258,Automata,Diesel,2987,4x4 (automat),SUV,Negru,Metalizata,37961,342,57
Opel,Opel_Insignia,2014,115423,163,Automata,Diesel,1956,4x4 (automat),Combi,Gri,Metalizata,9490,343,55
Dacia,Dacia_Logan,2021,25000,65,Manuala,Benzina,999,Fata,Sedan,Gri,Metalizata,12400,344,34
Ford,Ford_Ranger,2013,138961,125,Automata,Diesel,2198,4x4 (automat),SUV,Negru,Metalizata,24621,345,61
BMW,BMW_Seria 4,2017,203000,150,Automata,Diesel,1995,Spate,Sedan,Alb,Perlat,19450,346,77
Opel,Opel_Insignia,2018,74000,170,Automata,Diesel,1956,Fata,Sedan,Gri,Metalizata,18800,347,43
Ford,Ford_Focus,2014,213724,163,Automata,Diesel,1997,Fata,Combi,Gri,Metalizata,6500,348,52
Volkswagen,Volkswagen_Tiguan,2017,217000,190,Automata,Diesel,1968,4x4 (automat),SUV,Alb,Perlat,26990,349,114
Dacia,Dacia_Duster,2020,36143,100,Manuala,Benzina + CNG/GPL,999,Fata,SUV,Maro,Metalizata,15290,350,26
Renault,Renault_Megane,2013,228000,110,Manuala,Diesel,1461,Fata,Combi,Negru,Fara,6350,351,44
Citroën,Citroën_DS4,2012,186000,114,Manuala,Diesel,1560,Fata,Compacta,Maro,Perlat,7990,352,72
Opel,Opel_Grandland X,2020,87000,130,Manuala,Diesel,1499,Fata,SUV,Gri,Metalizata,18000,353,19
Ford,Ford_Focus,2017,104177,150,Manuala,Diesel,1997,Fata,Compacta,Albastru,Metalizata,12790,354,48
Opel,Opel_Insignia,2016,47455,136,Manuala,Diesel,1598,Fata,Combi,Negru,Metalizata,9990,355,52
Skoda,Skoda_Octavia,2019,140000,116,Manuala,Diesel,1598,Fata,Combi,Argint,Fara,13800,356,20
Ford,Ford_Focus,2015,157400,95,Manuala,Diesel,1498,Fata,Combi,Argint,Metalizata,8489,357,1
Land Rover,Land Rover_Range Rover Velar,2017,66500,381,Automata,Benzina,2995,4x4 (automat),SUV,Gri,Metalizata,52900,358,49
Skoda,Skoda_Superb,2010,256000,140,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,8799,359,49
BMW,BMW_X6 M,2017,95000,381,Automata,Diesel,2993,4x4 (automat),SUV,Alb,Metalizata,49900,360,66
BMW,BMW_X6,2014,176900,245,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,20000,361,37
Seat,Seat_Leon,2016,265300,110,Manuala,Diesel,1598,Fata,Compacta,Negru,Metalizata,7990,362,60
Skoda,Skoda_Octavia,2015,234000,105,Manuala,Diesel,1598,Fata,Combi,Argint,Fara,8590,363,41
Audi,Audi_A6,2015,193000,190,Automata,Diesel,1968,Fata,Sedan,Alb,Metalizata,17000,364,86
DS Automobiles,DS Automobiles_DS 7 Crossback,2019,91174,179,Automata,Benzina,1598,Fata,SUV,Negru,Fara,27800,365,37
Renault,Renault_Scenic,2008,236000,130,Automata,Diesel,1870,Fata,Monovolum,Albastru,Metalizata,2999,366,11
Toyota,Toyota_Auris,2018,125000,99,Manuala,Benzina,1329,Fata,Compacta,Alb,Perlat,11495,367,37
Audi,Audi_A7,2019,164500,286,Automata,Diesel,2967,4x4 (automat),Sedan,Alte culori,Metalizata,52900,368,136
Skoda,Skoda_Fabia,2011,211600,75,Manuala,Diesel,1598,Fata,Combi,Albastru,Metalizata,3999,369,19
BMW,BMW_X1,2014,148000,143,Manuala,Diesel,1995,Spate,SUV,Alb,Fara,12790,370,67
Mercedes-Benz,Mercedes-Benz_V,2017,140000,190,Automata,Diesel,2143,4x4 (automat),Monovolum,Negru,Fara,53000,371,75
BMW,BMW_X3,2011,207328,184,Automata,Diesel,1995,4x4 (automat),SUV,Negru,Metalizata,13950,372,46
BMW,BMW_Seria 3,2022,15940,190,Automata,Diesel,1995,4x4 (automat),Sedan,Negru,Fara,44363,373,3
Audi,Audi_A7,2018,89000,286,Automata,Diesel,2967,4x4 (automat),Sedan,Galben/Auriu,Metalizata,50500,374,96
Ford,Ford_Kuga,2014,207870,140,Automata,Diesel,1997,4x4 (automat),SUV,Gri,Metalizata,11999,375,64
BMW,BMW_X6,2013,140000,245,Automata,Diesel,2993,4x4 (automat),SUV,Negru,Metalizata,20000,376,39
Dacia,Dacia_Logan,2023,4,100,Manuala,Benzina + CNG/GPL,999,Fata,Sedan,Alb,Fara,14750,377,42
Iveco,Iveco_Massif,2010,23441,140,Manuala,Diesel,2998,4x4 (manual),SUV,Verde,Fara,12800,378,1
Renault,Renault_Kadjar,2016,161650,110,Manuala,Diesel,1461,Fata,SUV,Alb,Perlat,13690,379,72
Opel,Opel_Mokka,2016,100000,140,Manuala,Benzina,1364,4x4 (manual),SUV,Maro,Fara,11000,380,46
Renault,Renault_Scenic,2011,315000,110,Manuala,Diesel,1461,Fata,Monovolum,Argint,Metalizata,3690,381,31
BMW,BMW_Seria 5,2011,235000,218,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Metalizata,13600,382,68
BMW,BMW_Seria 1,2019,79118,136,Automata,Benzina,1499,Spate,Compacta,Gri,Fara,22250,383,15
Volvo,Volvo_XC 60,2013,255000,215,Automata,Diesel,2400,4x4 (automat),SUV,Negru,Mat,11500,384,44
BMW,BMW_X3,2017,154900,190,Automata,Diesel,1995,4x4 (automat),SUV,Gri,Metalizata,25490,385,38
Renault,Renault_Megane,2011,192000,130,Manuala,Diesel,1870,Fata,Combi,Gri,Metalizata,5850,386,46
Mercedes-Benz,Mercedes-Benz_GLA,2014,66456,136,Automata,Diesel,2143,4x4 (automat),SUV,Gri,Fara,21990,387,1
Land Rover,Land Rover_Range Rover Evoque,2013,143000,190,Automata,Diesel,2179,4x4 (automat),SUV,Alte culori,Metalizata,18900,388,28
Volkswagen,Volkswagen_Passat,2018,103421,150,Automata,Diesel,1968,Fata,Combi,Negru,Fara,20900,389,41
Toyota,Toyota_RAV4,2022,14,185,Automata,Hibrid,2487,4x4 (automat),SUV,Verde,Metalizata,49799,390,93
Audi,Audi_A4,2017,228000,150,Manuala,Diesel,1968,Fata,Combi,Gri,Metalizata,15998,391,45
BMW,BMW_X1,2011,195500,143,Automata,Diesel,1995,4x4 (automat),SUV,Argint,Metalizata,9950,392,36
Mercedes-Benz,Mercedes-Benz_S,2007,363000,235,Automata,Diesel,2987,Spate,Sedan,Negru,Metalizata,8199,393,2
Mini,Mini_Cooper,2021,9920,136,Automata,Benzina,1499,Fata,Masina de oras,Verde,Fara,26632,394,3
Ford,Ford_Fiesta,2010,234000,90,Manuala,Diesel,1560,Fata,Masina de oras,Alte culori,Metalizata,4990,395,25
Mercedes-Benz,Mercedes-Benz_GLE Coupe,2018,89245,258,Automata,Diesel,2987,4x4 (automat),SUV,Albastru,Fara,56900,396,44
BMW,BMW_Seria 3,2012,292000,184,Automata,Diesel,1995,Spate,Sedan,Albastru,Fara,9499,397,51
Dacia,Dacia_Sandero,2015,189000,90,Manuala,Benzina,898,Fata,Compacta,Albastru,Metalizata,5699,398,29
Skoda,Skoda_Octavia,2022,45945,110,Automata,Benzina,999,Fata,Sedan,Gri,Fara,25900,399,31
BMW,BMW_Seria 3,2009,315000,143,Manuala,Diesel,1995,Spate,Compacta,Negru,Metalizata,4999,400,28
BMW,BMW_X3,2009,223500,150,Manuala,Diesel,1995,4x4 (manual),SUV,Gri,Fara,6650,401,3
Land Rover,Land Rover_Defender,2001,250000,122,Manuala,Diesel,2495,4x4 (manual),SUV,Alb,Mat,11000,402,2
Mercedes-Benz,Mercedes-Benz_GLE,2022,3000,330,Automata,Diesel,2925,4x4 (automat),SUV,Negru,Fara,99950,403,27
Audi,Audi_A5,2022,7500,204,Automata,Diesel,1968,4x4 (automat),Sedan,Gri,Fara,53000,404,45
Jaguar,Jaguar_F-Pace,2017,215000,180,Automata,Diesel,1999,4x4 (automat),SUV,Albastru,Metalizata,19970,405,56
Volkswagen,Volkswagen_Golf,2019,58600,115,Manuala,Benzina,999,Fata,Compacta,Gri,Fara,15299,406,10
Ford,Ford_Fiesta,2010,150000,96,Automata,Benzina,1388,Fata,Masina de oras,Alte culori,Metalizata,6950,407,40
Volkswagen,Volkswagen_Tiguan,2017,200635,150,Automata,Diesel,1968,Fata,SUV,Alb,Fara,20825,408,21
Audi,Audi_A5,2015,343000,190,Manuala,Diesel,1968,Fata,Compacta,Negru,Fara,13000,409,37
Skoda,Skoda_Superb,2018,232000,190,Automata,Diesel,1968,Fata,Sedan,Negru,Metalizata,18000,410,83
Honda,Honda_Civic,2011,179500,140,Manuala,Benzina,1799,Fata,Compacta,Rosu,Fara,7950,411,31
Volkswagen,Volkswagen_Touareg,2019,172000,286,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Metalizata,44990,412,136
Porsche,Porsche_Cayenne,2012,264000,245,Automata,Diesel,2967,4x4 (automat),SUV,Negru,Metalizata,19950,413,81
Mercedes-Benz,Mercedes-Benz_V,2019,57500,237,Automata,Diesel,1950,4x4 (automat),Monovolum,Gri,Metalizata,74900,414,16
BMW,BMW_X3,2014,219550,190,Automata,Diesel,1995,4x4 (automat),SUV,Alb,Metalizata,16850,415,79
Volkswagen,Volkswagen_Polo,2010,131000,70,Manuala,Benzina,1198,Fata,Masina de oras,Argint,Metalizata,4999,416,11
Ford,Ford_Fiesta,2005,155000,60,Manuala,Benzina,1242,Fata,Masina de oras,Argint,Metalizata,1750,417,19
Volvo,Volvo_S60,2020,34000,190,Automata,Benzina,1969,Fata,Sedan,Rosu,Fara,37000,418,52
Mercedes-Benz,Mercedes-Benz_C,2014,234129,170,Automata,Diesel,2143,Spate,Combi,Gri,Fara,15190,419,100
Honda,Honda_CR-V,2018,51512,193,Automata,Benzina,1498,4x4 (automat),SUV,Alb,Fara,25990,420,71
Skoda,Skoda_Octavia,2020,51397,150,Automata,Diesel,1968,Fata,Sedan,Gri,Metalizata,24900,421,58
Chevrolet,Chevrolet_Captiva,2008,142318,150,Manuala,Diesel,1991,4x4 (manual),SUV,Negru,Fara,5995,422,39
Nissan,Nissan_Qashqai,2017,191403,130,Automata,Diesel,1598,Fata,SUV,Alb,Metalizata,14299,423,44
BMW,BMW_Seria 5,2012,211000,218,Automata,Diesel,1995,4x4 (automat),Sedan,Gri,Metalizata,11300,424,89
Volkswagen,Volkswagen_Passat,2017,149000,120,Manuala,Diesel,1598,Fata,Sedan,Galben/Auriu,Metalizata,11590,425,34
BMW,BMW_X5,2016,172000,258,Automata,Diesel,2993,4x4 (automat),SUV,Gri,Fara,30500,426,113
Dacia,Dacia_Sandero Stepway,2013,262986,90,Manuala,Diesel,1461,Fata,Compacta,Gri,Fara,5700,427,20
Audi,Audi_Q8,2019,124000,285,Automata,Diesel,2967,4x4 (automat),SUV,Gri,Metalizata,70971,428,39
Fiat,Fiat_Ducato,2003,111500,84,Manuala,Diesel,1997,Fata,Monovolum,Alb,Fara,24500,429,25
Skoda,Skoda_Karoq,2019,167000,150,Automata,Diesel,1968,4x4 (automat),SUV,Argint,Metalizata,18900,430,26
Mercedes-Benz,Mercedes-Benz_Vito,2017,116150,136,Manuala,Diesel,2143,Spate,Monovolum,Alb,Fara,27199,431,1
BMW,BMW_X4,2021,25315,184,Automata,Benzina,1998,4x4 (automat),SUV,Alte culori,Fara,54716,432,3
Audi,Audi_Q2,2018,130000,150,Manuala,Benzina,1395,Fata,SUV,Negru,Metalizata,17200,433,66
Volkswagen,Volkswagen_Passat,2014,141900,140,Automata,Diesel,1968,Fata,Combi,Argint,Metalizata,12799,434,58
Renault,Renault_Megane,2021,12900,140,Automata,Benzina,1332,Fata,Compacta,Argint,Metalizata,18500,435,21
Mercedes-Benz,Mercedes-Benz_Sprinter,2020,129000,190,Manuala,Diesel,2987,Spate,Monovolum,Negru,Fara,49900,436,36
Dacia,Dacia_Dokker,2017,60700,102,Manuala,Benzina,1598,Fata,Monovolum,Alb,Mat,10591,437,16
Ford,Ford_Transit Connect,2017,139152,95,Manuala,Diesel,1560,Fata,Monovolum,Alb,Fara,8400,438,18
Toyota,Toyota_Corolla,2017,71250,90,Manuala,Diesel,1364,Fata,Sedan,Alb,Fara,13550,439,22
Porsche,Porsche_Macan,2014,211400,211,Automata,Diesel,2967,4x4 (automat),SUV,Maro,Metalizata,32990,440,1
Skoda,Skoda_Octavia,2018,52000,116,Manuala,Diesel,1598,Fata,Sedan,Alb,Fara,16800,441,1
BMW,BMW_X5,2018,79900,258,Automata,Diesel,2993,4x4 (automat),SUV,Bej,Metalizata,43911,442,33
